paper_id,material_base,pa6_pct,glass_fiber_pct,graphite_pct,mos2_pct,pa66_pct,other_ingredients,other_ingredients_wt_pct,load_N,speed_ms,distance_m,PV_factor,counterface,test_type,environment,humidity_pct,temperature_C,fabrication,COF,wear_rate_mm3Nm,wear_volume_mm3,mass_loss_mg,contact_temp_C,source_doi,extraction_method,confidence,notes,validation_status,validation_notes,validation_warnings
GNPCFPBO2019,PA66,0,0,0,0,100,,,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.42,2.98e-04,0.73,,,10.1016/j.compositesb.2019.01.014,mixed,high,Unfilled PA66 vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 1,pass,,
GNPCFPBO2019,PA66,0,0,0,0,90,CF,10,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.085,1.43e-04,0.35,,,10.1016/j.compositesb.2019.01.014,mixed,high,PA66 + 10 wt% CF vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 2,pass,,
GNPCFPBO2019,PA66,0,0,0,0,99.9,GnP,0.1,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.071,6.94e-05,0.17,,,10.1016/j.compositesb.2019.01.014,mixed,high,PA66 + 0.1 wt% GnP vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 1,pass,,
GNPCFPBO2019,PA66,0,0,0,0,99.7,GnP,0.3,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.082,1.31e-04,0.32,,,10.1016/j.compositesb.2019.01.014,mixed,high,PA66 + 0.3 wt% GnP vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 1,pass,,
GNPCFPBO2019,PA66,0,0,0,0,99.5,GnP,0.5,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.085,1.35e-04,0.33,,,10.1016/j.compositesb.2019.01.014,mixed,high,PA66 + 0.5 wt% GnP vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 1,pass,,
GNPCFPBO2019,PA66,0,0,0,0,89.9,CF; GnP,10; 0.1,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.062,6.12e-05,0.15,,,10.1016/j.compositesb.2019.01.014,mixed,high,PA66 + 10 wt% CF + 0.1 wt% GnP vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 3,pass,,
GNPCFPBO2019,PA66,0,0,0,0,89.7,CF; GnP,10; 0.3,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.063,6.53e-05,0.16,,,10.1016/j.compositesb.2019.01.014,mixed,high,PA66 + 10 wt% CF + 0.3 wt% GnP vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 3,pass,,
GNPCFPBO2019,PA66,0,0,0,0,89.5,CF; GnP,10; 0.5,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.083,1.27e-04,0.31,,,10.1016/j.compositesb.2019.01.014,mixed,high,PA66 + 10 wt% CF + 0.5 wt% GnP vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 3,pass,,
GNPCFPBO2019,PA66,0,0,0,0,88.9,CF; GnP; PBO,10; 0.1; 1,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.046,4.08e-05,0.10,,,10.1016/j.compositesb.2019.01.014,mixed,high,PA66 + 10 wt% CF + 0.1 wt% GnP + 1 wt% PBO vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 4,pass,,
GNPCFPBO2019,PA66,0,0,0,0,88.7,CF; GnP; PBO,10; 0.3; 1,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.045,4.90e-05,0.12,,,10.1016/j.compositesb.2019.01.014,mixed,high,PA66 + 10 wt% CF + 0.3 wt% GnP + 1 wt% PBO vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 4,pass,,
GNPCFPBO2019,PA66,0,0,0,0,88.5,CF; GnP; PBO,10; 0.5; 1,35,0.0419,70,,alumina,PoD,dry,,23,injection,0.042,3.67e-05,0.09,,,10.1016/j.compositesb.2019.01.014,mixed,high,PA66 + 10 wt% CF + 0.5 wt% GnP + 1 wt% PBO vs 3 mm radius ceramic ball; load 35 N; speed 100 rpm (0.0419 m/s); distance 70 m; Table 2 & Fig. 4,pass,,
