paper_id,material_base,pa6_pct,glass_fiber_pct,graphite_pct,mos2_pct,pa66_pct,other_ingredients,other_ingredients_wt_pct,load_N,speed_ms,distance_m,PV_factor,counterface,test_type,environment,humidity_pct,temperature_C,fabrication,COF,wear_rate_mm3Nm,wear_volume_mm3,mass_loss_mg,contact_temp_C,source_doi,extraction_method,confidence,notes,validation_status,validation_notes,validation_warnings
YOU2014,PA6,95,0,0,0,0,TiO2,5,40,0.067,,,steel,BoP,dry,50,20,injection,0.544,0.000435,,,,10.1016/j.wear.2013.12.018,line_graph,high,TiO2/PA6 (5/95 wt/wt); UMT-3 ball-on-flat vs 440C steel ball; 40 N; 200 rpm; Fig. 4,pass,,
YOU2014,PA6,92.625,0,0,0,0,TiO2; UHMWPE,4.875; 2.5,40,0.067,,,steel,BoP,dry,50,20,injection,0.280,0.000060,,,,10.1016/j.wear.2013.12.018,line_graph,high,TiO2/PA6 + 2.5% UHMWPE; ball-on-flat vs steel ball; 40 N; 200 rpm; Fig. 4,pass,,
YOU2014,PA6,90.25,0,0,0,0,TiO2; UHMWPE,4.75; 5,40,0.067,,,steel,BoP,dry,50,20,injection,0.220,0.000045,,,,10.1016/j.wear.2013.12.018,line_graph,high,TiO2/PA6 + 5.0% UHMWPE; ball-on-flat vs steel ball; 40 N; 200 rpm; Fig. 4,pass,,
YOU2014,PA6,85.5,0,0,0,0,TiO2; UHMWPE,4.5; 10,40,0.067,,,steel,BoP,dry,50,20,injection,0.180,0.000035,,,,10.1016/j.wear.2013.12.018,line_graph,high,TiO2/PA6 + 10% UHMWPE; ball-on-flat vs steel ball; 40 N; 200 rpm; Fig. 4,pass,,
YOU2014,PA6,80.75,0,0,0,0,TiO2; UHMWPE,4.25; 15,40,0.067,,,steel,BoP,dry,50,20,injection,0.165,0.000028,,,,10.1016/j.wear.2013.12.018,line_graph,high,TiO2/PA6 + 15% UHMWPE; ball-on-flat vs steel ball; 40 N; 200 rpm; Fig. 4,pass,,
YOU2014,PA6,92.625,0,0,0,0,TiO2; PTFE,4.875; 2.5,40,0.067,,,steel,BoP,dry,50,20,injection,0.120,0.000018,,,,10.1016/j.wear.2013.12.018,line_graph,high,TiO2/PA6 + 2.5% PTFE; ball-on-flat vs steel ball; 40 N; 200 rpm; Fig. 4,pass,,
YOU2014,PA6,90.25,0,0,0,0,TiO2; PTFE,4.75; 5,40,0.067,,,steel,BoP,dry,50,20,injection,0.086,0.0000098,,,,10.1016/j.wear.2013.12.018,line_graph,high,TiO2/PA6 + 5.0% PTFE; ball-on-flat vs steel ball; 40 N; 200 rpm; Fig. 4,pass,,
YOU2014,PA6,85.5,0,0,0,0,TiO2; PTFE,4.5; 10,40,0.067,,,steel,BoP,dry,50,20,injection,0.080,0.0000085,,,,10.1016/j.wear.2013.12.018,line_graph,high,TiO2/PA6 + 10% PTFE; ball-on-flat vs steel ball; 40 N; 200 rpm; Fig. 4,pass,,
YOU2014,PA6,80.75,0,0,0,0,TiO2; PTFE,4.25; 15,40,0.067,,,steel,BoP,dry,50,20,injection,0.075,0.0000072,,,,10.1016/j.wear.2013.12.018,line_graph,high,TiO2/PA6 + 15% PTFE; ball-on-flat vs steel ball; 40 N; 200 rpm; Fig. 4,pass,,
YOU2014,PA6,92.625,0,0,2.5,0,TiO2,4.875,40,0.067,,,steel,BoP,dry,50,20,injection,0.580,0.000500,,,,10.1016/j.wear.2013.12.018,line_graph,high,TiO2/PA6 + 2.5% MoS2; ball-on-flat vs steel ball; 40 N; 200 rpm; Fig. 4,pass,,
YOU2014,PA6,90.25,0,0,5.0,0,TiO2,4.75,40,0.067,,,steel,BoP,dry,50,20,injection,0.620,0.000580,,,,10.1016/j.wear.2013.12.018,line_graph,high,TiO2/PA6 + 5.0% MoS2; ball-on-flat vs steel ball; 40 N; 200 rpm; Fig. 4,pass,,
YOU2014,PA6,85.5,0,0,10.0,0,TiO2,4.5,40,0.067,,,steel,BoP,dry,50,20,injection,0.650,0.000650,,,,10.1016/j.wear.2013.12.018,line_graph,high,TiO2/PA6 + 10% MoS2; ball-on-flat vs steel ball; 40 N; 200 rpm; Fig. 4,pass,,
YOU2014,PA6,80.75,0,0,15.0,0,TiO2,4.25,40,0.067,,,steel,BoP,dry,50,20,injection,0.680,0.000720,,,,10.1016/j.wear.2013.12.018,line_graph,high,TiO2/PA6 + 15% MoS2; ball-on-flat vs steel ball; 40 N; 200 rpm; Fig. 4,pass,,
YOU2014,PA6,80.75,0,0,5.0,0,TiO2; UHMWPE,4.25; 10,40,0.067,,,steel,BoP,dry,50,20,injection,0.170,0.0000114,,,,10.1016/j.wear.2013.12.018,line_graph,high,TiO2/PA6 + 5% MoS2 + 10% UHMWPE; ball-on-flat; 40 N; 200 rpm; Figs. 5 and 7,pass,,
