paper_id,material_base,pa6_pct,glass_fiber_pct,graphite_pct,mos2_pct,pa66_pct,other_ingredients,other_ingredients_wt_pct,load_N,speed_ms,distance_m,PV_factor,counterface,test_type,environment,humidity_pct,temperature_C,fabrication,COF,wear_rate_mm3Nm,wear_volume_mm3,mass_loss_mg,contact_temp_C,source_doi,extraction_method,confidence,notes
OZSARIKAYA2025,PA66,0,0,0,0,100,,,20,0.4,1000,,steel,PoD,dry,48,23,injection,0.2953,1.885e-10,,,,10.1016/j.mseb.2025.118016,table,high,"PA66; pin-on-disc vs AISI 1040 steel disc (50-55 HRC, Ra 0.34-0.40 um); 20 N; 0.4 m/s; 1000 m; Tables 5 & 6"
OZSARIKAYA2025,PA66,0,0,0,0,100,,,20,0.8,1000,,steel,PoD,dry,48,23,injection,0.3493,2.154e-10,,,,10.1016/j.mseb.2025.118016,table,high,"PA66; pin-on-disc vs AISI 1040 steel disc (50-55 HRC, Ra 0.34-0.40 um); 20 N; 0.8 m/s; 1000 m; Tables 5 & 6"
OZSARIKAYA2025,PA66,0,0,0,0,100,,,20,1.2,1000,,steel,PoD,dry,48,23,injection,0.3869,2.333e-10,,,,10.1016/j.mseb.2025.118016,table,high,"PA66; pin-on-disc vs AISI 1040 steel disc (50-55 HRC, Ra 0.34-0.40 um); 20 N; 1.2 m/s; 1000 m; Tables 5 & 6"
OZSARIKAYA2025,PA66,0,0,0,0,100,,,30,0.4,1000,,steel,PoD,dry,48,23,injection,0.3165,2.004e-10,,,,10.1016/j.mseb.2025.118016,table,high,"PA66; pin-on-disc vs AISI 1040 steel disc (50-55 HRC, Ra 0.34-0.40 um); 30 N; 0.4 m/s; 1000 m; Tables 5 & 6"
OZSARIKAYA2025,PA66,0,0,0,0,100,,,30,0.8,1000,,steel,PoD,dry,48,23,injection,0.3627,2.244e-10,,,,10.1016/j.mseb.2025.118016,table,high,"PA66; pin-on-disc vs AISI 1040 steel disc (50-55 HRC, Ra 0.34-0.40 um); 30 N; 0.8 m/s; 1000 m; Tables 5 & 6"
OZSARIKAYA2025,PA66,0,0,0,0,100,,,30,1.2,1000,,steel,PoD,dry,48,23,injection,0.3926,2.483e-10,,,,10.1016/j.mseb.2025.118016,table,high,"PA66; pin-on-disc vs AISI 1040 steel disc (50-55 HRC, Ra 0.34-0.40 um); 30 N; 1.2 m/s; 1000 m; Tables 5 & 6"
OZSARIKAYA2025,PA66,0,0,0,0,100,,,40,0.4,1000,,steel,PoD,dry,48,23,injection,0.3355,2.131e-10,,,,10.1016/j.mseb.2025.118016,table,high,"PA66; pin-on-disc vs AISI 1040 steel disc (50-55 HRC, Ra 0.34-0.40 um); 40 N; 0.4 m/s; 1000 m; Tables 5 & 6"
OZSARIKAYA2025,PA66,0,0,0,0,100,,,40,0.8,1000,,steel,PoD,dry,48,23,injection,0.3885,2.311e-10,,,,10.1016/j.mseb.2025.118016,table,high,"PA66; pin-on-disc vs AISI 1040 steel disc (50-55 HRC, Ra 0.34-0.40 um); 40 N; 0.8 m/s; 1000 m; Tables 5 & 6"
OZSARIKAYA2025,PA66,0,0,0,0,100,,,40,1.2,1000,,steel,PoD,dry,48,23,injection,0.4237,2.558e-10,,,,10.1016/j.mseb.2025.118016,table,high,"PA66; pin-on-disc vs AISI 1040 steel disc (50-55 HRC, Ra 0.34-0.40 um); 40 N; 1.2 m/s; 1000 m; Tables 5 & 6"
OZSARIKAYA2025,PA66,0,0,0,0,90,carbon fiber,10,20,0.4,1000,,steel,PoD,dry,48,23,injection,0.2742,1.447e-10,,,,10.1016/j.mseb.2025.118016,table,high,"PA66/10CF; pin-on-disc vs AISI 1040 steel disc (50-55 HRC, Ra 0.34-0.40 um); 20 N; 0.4 m/s; 1000 m; Tables 5 & 6"
OZSARIKAYA2025,PA66,0,0,0,0,90,carbon fiber,10,20,0.8,1000,,steel,PoD,dry,48,23,injection,0.3012,1.535e-10,,,,10.1016/j.mseb.2025.118016,table,high,"PA66/10CF; pin-on-disc vs AISI 1040 steel disc (50-55 HRC, Ra 0.34-0.40 um); 20 N; 0.8 m/s; 1000 m; Tables 5 & 6"
OZSARIKAYA2025,PA66,0,0,0,0,90,carbon fiber,10,20,1.2,1000,,steel,PoD,dry,48,23,injection,0.3321,2.061e-10,,,,10.1016/j.mseb.2025.118016,table,high,"PA66/10CF; pin-on-disc vs AISI 1040 steel disc (50-55 HRC, Ra 0.34-0.40 um); 20 N; 1.2 m/s; 1000 m; Tables 5 & 6"
OZSARIKAYA2025,PA66,0,0,0,0,90,carbon fiber,10,30,0.4,1000,,steel,PoD,dry,48,23,injection,0.2914,1.695e-10,,,,10.1016/j.mseb.2025.118016,table,high,"PA66/10CF; pin-on-disc vs AISI 1040 steel disc (50-55 HRC, Ra 0.34-0.40 um); 30 N; 0.4 m/s; 1000 m; Tables 5 & 6"
